"","id","Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Positive_Review","Review_Total_Positive_Word_Counts","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"165261",165273,"Strand Palace Hotel","GB","London",51.5110993,-0.1208673,"76","3300","21400","NULL","Couple","Leisure trip","2",20160504,"456 day",0,0,9568,0,37.931,"United Kingdom ","Towels Smelt of curry room little bit dirty like leftover plastic knife and fork on the floor",18,"Friendly staff beds were comfortable room size practical and location",11,8.1,6.7,1,2288,1
"76177",76189,"Park Plaza London Riverbank","GB","London",51.4913737,-0.1214194,"6","773","21300","NULL","Couple","Couple","3",20160229,"521 day",0,0,4684,0,0,"United Kingdom ","Maid entered the room at 8 30am",8,"No Positive",0,8.3,9.2,1,1195,1
"76455",76467,"Pullman Paris Tour Eiffel","FR","Paris",48.8555664,2.2926243,"9","1300","17500","Deluxe","Couple","Leisure trip","1",20170407,"118 day",0,0,2764,0,16.2162,"Germany ","I wish they would have had a table and chairs on the balcony of the deluxe eiffel view room The picture that was shown on the website was misleading ",31,"The view was awesome ",6,8.6,9.6,8,428,0
"257609",257621,"Best Western Premier Faubourg 88","FR","Paris",48.8776756,2.3493159,"36","3800","29300","Classic","Couple","Leisure trip","5",20160817,"351 day",0,0,728,1,52.6316,"New Zealand ","The cramped room but you get what you pay for Our sheets were changed after 3 days not every 2 as stated minor detail though ",27,"The staff were very friendly and really helpful And yes the bed was super comfy The decor was nice and modern too Great having wi fi as well ",30,8.4,9.2,5,90,0
"510122",510134,"The Student Hotel Amsterdam City","NL","Amsterdam",52.3546649,4.9131641,"6","528","8800","Deluxe","Couple","Leisure trip","2",20170508,"87 days",0,0,7656,0,0,"Ireland ","If I knew that there was 2 student hotels I wouldn t of ended up the far side of the city lost",23,"No Positive",0,8.7,7.9,1,975,1
"257835",257847,"Sydney House Chelsea","GB","London",51.4910062,-0.1717691,"10","825","17200","NULL","Family with young children","Family with young children","1",20170214,"170 day",0,0,585,1,85.7143,"United Kingdom ","We liked everything ",5,"My sister and I needed a hotel as near as possible to The Royal Marsden Hospital for an 8am appointment the next day so the location was brilliant ",30,8.7,10,6,144,1
"399791",399803,"Sixtytwo Hotel","ES","Barcelona",41.3930168,2.1646148,"51","4100","14100","Family","Family with older children","Leisure trip","4",20160609,"420 day",0,0,1010,1,100,"United States of America ","No Negative",0,"Everything was perfect The staff are very friendly and responsive The breakfast is delicious I loved the cheese selection The rooms have complementary water and Nespresso coffee The manager was very kind living small gifts at our rooms after our check in It was a wonderful stay in Barcelona ",51,9.2,10,9,129,1
"476429",476441,"Windsor Hotel Milano","IT","Milan",45.4794587,9.1951427,"8","1300","10900","NULL","Solo traveler","Leisure trip","1",20170620,"44 days",0,0,2601,1,100,"Philippines ","No Negative",0,"Wonderful buffet",3,8.5,8.8,1,207,0
"319871",319883,"Novotel Amsterdam City","NL","Amsterdam",52.333803,4.8884708,"3","222","9400","Standard","Couple","Leisure trip","2",20160103,"578 day",0,0,2501,0,0,"United Kingdom ","I requested a double bed for me and my partner and when we turned up we were put in a room with 2 single beds and told there was nothing they could do Even though I d booked 3 months prior to visit Also after paying for the room I had to also put a 70 deposit down aswell as nearly 500 for 2 nights which I thought was ridiculous ",72,"No Positive",0,7.8,4.6,1,341,1
"497293",497305,"Best Western Hotel St George","IT","Milan",45.4770906,9.2054208,"51","1400","10200","Standard","Couple","Leisure trip","1",20161118,"258 day",0,0,1700,1,93.1818,"Italy ","Small reception",3,"Great position at a short walk from the metro station and the Corso Buenos Aires area Bright and comfortable room 3rd floor with large and comfortable bed Large and equipped bathroom Afternoon tea break included Kind and helpful staff ",41,8.1,9.2,21,132,0
"443358",443370,"Copthorne Tara Hotel London Kensington","GB","London",51.499046,-0.1917073,"4","1100","10900","Standard","Couple","Leisure trip","1",20160907,"330 day",0,0,7105,0,0,"United Kingdom ","Everything could have been better Severely dissapointed ",9,"No Positive",0,8.1,3.3,1,1831,1
"73547",73559,"Malmaison London","GB","London",51.520943,-0.1004581,"20","1700","20800","Standard","Solo traveler","Leisure trip","1",20170802,"1 days",0,0,1374,1,77.7778,"United Kingdom ","Nothing",2,"Eggs benedict and berries with yoghurt",7,8.7,10,6,431,1
"130204",130216,"H10 London Waterloo","GB","London",51.4988817,-0.1062888,"8","795","21400","NULL","Solo traveler","Business trip","1",20170609,"55 days",0,0,1114,1,84,"United Kingdom ","No problems to report All fine ",8,"I had a great stay in this modern spacious hotel The room was excellent the staff helpful the free drink on arrival much appreciated It is a good hotel that feels contemporary and is a quick walk from Waterloo station ",42,8.5,10,4,312,0
"214773",214785,"Hotel Carlton s Montmartre","FR","Paris",48.8819068,2.3410005,"45","4100","30000","Classic","Couple","Leisure trip","4",20160731,"368 day",0,0,559,0,0,"Poland ","The soft bad little to small for two people",10,"No Positive",0,7.8,9.6,6,37,1
"404157",404169,"ME Milan Il Duca","IT","Milan",45.4793852,9.1961308,"9","1300","10800","NULL","Solo traveler","Leisure trip","2",20160522,"438 day",0,0,683,0,40.411,"United Kingdom ","Not picking here but this is what stood out No complimentary water Not acceptable in a 5 star hotel No ironing board in room Noise Didn t spoil my overall stay but did mean I struggled to get to sleep due external partying and so overslept and missed breakfast on the terrace twice Shame the windows aren t soundproofed Also drilling above my room in the day Appreciate this is still a new hotel Room 504 while stunning inside has a view of another building ",87,"Superb hotel Great staff and service Food and cocktails excellent at STK Amazing room v modern but homely and super stylish Had a new smell Really beautiful hotel in a beautiful city Ideal for trendy people Really nice touch to have a card from the manager with a welcome note and three delightful macaroons waiting for me ",59,9.2,9.2,23,93,1
"287725",287737,"Thistle Holborn The Kingsley","GB","London",51.5179659,-0.1234343,"24","3800","21200","NULL","Couple","Leisure trip","1",20160324,"497 day",0,0,1593,1,100,"United Kingdom ","No Negative",0,"Excellent and helpful staff and lovely comfy bed The room was very clean ",15,8.5,9.6,2,387,0
"160898",160910,"Pestana Chelsea Bridge Hotel Spa","GB","London",51.4815995,-0.1481053,"1","528","19600","Deluxe","Couple","Leisure trip","7",20160207,"543 day",0,0,1686,0,25.8065,"Kuwait ","There was a gym byc in the room which i dont need it and took large place the manager refused to remove it as i need this space and there was a gym in the hotel so if i dont like they must remove it",46,"The location helpful staff wide room nice spa easy transportation to the most important places",16,8.6,10,21,568,1
"20112",20124,"The Ampersand Hotel","GB","London",51.4943077,-0.1755579,"56","782","16000","NULL","Couple","Leisure trip","2",20170503,"92 days",0,0,902,0,0,"United Kingdom ","Attractive modern hotel impression of crisp and clean However it is let down by the bathroom The hardware is flimsy and cheap the shower cubicle was falling apart the mixer tap on the basin was loose The hand held shower unit was squirting out from the base of the nozzle ",52,"No Positive",0,9.1,7.5,7,220,0
"432188",432200,"Negresco Princess 4 Sup","ES","Barcelona",41.3905166,2.1725643,"37","4200","13800","NULL","Family with young children","Leisure trip","6",20170404,"121 day",0,0,2369,1,53.5714,"Switzerland ","Aircon shuts down after you leave the room card removal difficulty to use the controls Pool not open Minor fresh paint smell Drainage issues in the shower Toiletries were replaced once in a weeks stay 3 elevators not entirely connected may have to press 2 buttons to go up down ",52,"The hotel staff were very friendly and helpful knowledgeable about Barcelona The hotel is quiet new very unique modern design Comfy bed and pillow Free minibar drinks Everyday Extra bonus for the arrival drinks Amazing terrace view on the rooftop Great location 5 mins walk from airport Aerobus drop off Catalunya metro bus stop close to supermarket mall ",60,8.9,9.6,5,229,0
"347871",347883,"Room Mate Aitana","NL","Amsterdam",52.3846059,4.8941866,"7","2000","9400","Business","Couple","Business trip","1",20160517,"443 day",0,0,4097,0,33.3333,"Canada ","A bit far from everything",6,"Great views",3,8.8,8.8,8,550,0
"468540",468552,"Aparthotel Adagio Vienna City","AT","Vienna",48.2110845,16.3838405,"11","1300","9600","Superior","Couple","Leisure trip","1",20160903,"334 day",0,0,1787,1,52.459,"South Africa ","The location was good but a bit away from main attractions We had stayed previously near The Opera House so wasn t a big concern for us ",29,"The room was clean and comfortable Very nice for our nights stay Good value for money There was a bath too soak our tired bodies in after a long day ",32,8.1,8.3,23,169,1
"24889",24901,"Doubletree by Hilton London Kensington","GB","London",51.4925138,-0.1787917,"7","727","15200","NULL","Family with young children","Leisure trip","2",20151124,"618 day",0,0,2367,0,48.7179,"Norway ","Staff in the restaurant at dinner was fair didn t know the menu was gone a long time ",20,"The hotel overall was good restaurant staff was fair But the rest of the staff was great ",19,8,7.5,1,541,0
"356538",356550,"The Dylan Amsterdam","NL","Amsterdam",52.3654686,4.8798713,"21","2300","9200","Suite","Couple","Leisure trip","8",20161229,"217 day",0,0,314,1,100,"Thailand ","No Negative",0,"It was all delightful It is one of the loveliest hotels that we have stayed in ",18,9.1,10,2,64,0
"63996",64008,"Britannia International Hotel Canary Wharf","GB","London",51.5019097,-0.0232208,"7","447","4700","Standard","Solo traveler","Business trip","3",20170712,"22 days",0,0,9086,0,34.6154,"Spain ","Wifi not free after 30 mins really considering it s 2017 Electric sockets near bed side were unusable as they were 3 pin again It s 2017 the rooms need to facilitate modern technology use and ease of access Food price good but bland bland bland Poor mass produced deserts",51,"Staff helpful Concierge excellent Reception staff male needs to understand the art of good customer service and interaction as at times came across as dismissive ",27,7.1,7.5,1,2682,1
"296677",296689,"Thistle Euston","GB","Fitzrovia",51.5291423,-0.1372782,"3","2200","20300","Standard","Couple","Leisure trip","1",20160523,"437 day",0,0,2474,1,100,"United Kingdom ","No Negative",0,"Staff superb Breakfast very good",6,8.3,8.3,1,744,1
"413414",413426,"H10 Urquinaona Plaza","ES","Barcelona",41.3892128,2.1726015,"61","4200","13800","NULL","Couple","Leisure trip","1",20161219,"227 day",0,0,1875,1,100,"United Kingdom ","No Negative",0,"The staff were very helpful and friendly especially Alexa at reception We came to Barcelona to celebrate my husband s birthday and Alexa had upgraded us to a nicer larger room which had a balcony view of the square and in addition we were given a bottle of champagne and a box of chocolates Very attentive staff Breakfast was also lovely The hotel is very clean and smells just gorgeous A huge thumbs up from me and my husband ",81,9.1,9.6,1,205,1
"246296",246308,"The Exhibitionist Hotel","GB","London",51.4947754,-0.177789,"16","716","15400","Suite","Couple","Leisure trip","3",20160429,"461 day",0,0,1708,0,50,"Portugal ","Rooms a little small",5,"Fab hotel great staff",5,8.4,8.8,3,388,1
"210080",210092,"BEST WESTERN Maitrise Hotel Maida Vale","GB","London",51.5366053,-0.1919832,"22","395","10100","Executive","Couple","Leisure trip","1",20160823,"345 day",0,0,1877,1,100,"United Kingdom ","No Negative",0,"The king size room was clean and tidy and the en suite was a nice size however we didn t like the shower and set up of the bathroom because there was a drain in the middle of the bathroom and when in the shower due to the size and where the shower was the water went everywhere and everywhere was left wet once you had showered Needs a short screen or curtain to stop this from happening The bed wasn t the most comfortable and the walls are thin to the point I could hear the man upstairs conversation when he woke me up at 4am The staff were lovely and friendly and did all they could to make the stay enjoyable ",125,7.1,7.5,1,364,1
"419097",419109,"art otel Amsterdam","NL","Amsterdam",52.377743,4.897057,"68","2600","9500","NULL","Couple","Leisure trip","2",20160705,"394 day",0,0,3158,0,3.81471,"United Kingdom ","Checking in was relatively straightforward if a little cold We were shown a city map and some things to do but weren t shown to our room or shown the restaurant and pool facilities Maybe that s being picky but I would expect special treatment from a 5 especially as it was not overly busy The room looked nice from the surface but the toilet made a sound every hour I d put this down to bad plumbing the shower drain also stank of sewerage Breakfast on the first morning was ok at first the fresh orange juice was nice but the service was terrible after being seated we were asked what we would like before receiving the menus after asking for the menu the waitress stood over us as if we were going to make a decision in that instant After asking for 2 minutes we were ignored for 10 then after calling back the waitress we ordered earl grey tea and an omelette with cheese tomato ham and onion What we received was generic tea and an omelette with nothing inside but absolutely covered in salt While my girlfriend was at the table and I was fetching some croissants as we couldn t order pancakes as we were ignored from that point on I was offered a coffee and my girlfriend requested that the waitress ask me when I return to the table After all The waitress never returned so we left Just a terrible experience We didn t go to breakfast the next day as the amount of salt in my eggs made me feel sick so we paid for breakfast at a local cafe for very little money and not only was the food better but the waitress was attentive too Upon checking out we were hit with a myriad of random charges 5 for a room service tray next time I will ask them to bring it in their hands The room service tray was also never collected so I had to leave it outside the door it was still there after midnight by the way ",353,"The bed was comfortable but that was about the only good thing ",14,9,4.2,9,482,1
